<<<<<<< HEAD
hetero,bayesian
ERR245780,Non-Mix,Non-mix
ERR245781,Non-Mix,Non-mix
ERR245782,Non-Mix,Non-mix
ERR245783,Non-Mix,Non-mix
ERR245784,Non-Mix,Non-mix
ERR245785,Non-Mix,Non-mix
ERR245786,Non-mix,Non-mix
ERR245787,Non-Mix,Non-mix
ERR245788,Non-Mix,Non-mix
ERR245789,Non-Mix,Non-mix
ERR245791,Non-Mix,Non-mix
ERR245792,Non-Mix,Non-mix
ERR245793,Non-Mix,Non-mix
ERR245795,Mix,Mix
ERR245796,Non-mix,Non-mix
ERR245797,Mix,Mix
ERR245798,Non-Mix,Non-mix
ERR245799,Non-Mix,Non-mix
ERR245800,Non-Mix,Non-mix
ERR245802,Non-Mix,Non-mix
ERR245803,Non-Mix,Non-mix
ERR245804,Non-mix,Non-mix
ERR245806,Non-Mix,Non-mix
ERR245807,Non-Mix,Non-mix
ERR245808,Non-Mix,Non-mix
ERR245811,Non-Mix,Non-mix
ERR245812,Non-Mix,Non-mix
ERR245813,Non-Mix,Non-mix
ERR245815,Non-Mix,Non-mix
ERR245817,Non-Mix,Non-mix
ERR245818,Non-Mix,Non-mix
ERR245819,Non-Mix,Non-mix
ERR245820,Non-Mix,Non-mix
ERR245821,Non-Mix,Non-mix
ERR245822,Non-Mix,Non-mix
ERR245823,Non-Mix,Non-mix
ERR245825,Non-Mix,Non-mix
ERR245826,Non-Mix,Non-mix
ERR245827,Non-Mix,Non-mix
ERR245828,Non-Mix,Non-mix
ERR245829,Non-Mix,Non-mix
ERR245830,Non-Mix,Non-mix
ERR245831,Non-Mix,Non-mix
ERR245834,Non-Mix,Non-mix
ERR245835,Non-Mix,Non-mix
ERR245836,Non-mix,Non-mix
ERR245837,Non-mix,Non-mix
ERR245838,Non-Mix,Non-mix
ERR245839,Non-Mix,Non-mix
ERR245840,Non-Mix,Non-mix
ERR245841,Non-Mix,Non-mix
ERR245842,Non-Mix,Non-mix
ERR245843,Non-Mix,Non-mix
ERR245844,Non-Mix,Non-mix
ERR245845,Non-Mix,Non-mix
ERR245846,Non-Mix,Non-mix
ERR245848,Non-Mix,Non-mix
ERR245849,Non-Mix,Non-mix
ERR323042,Non-Mix,Non-mix
ERR323044,Mix,Mix
ERR323046,Non-Mix,Non-mix
ERR323051,Non-Mix,Non-mix
ERR323052,Non-Mix,Non-mix
ERR323054,Mix,Mix
ERR323056,Mix,Non-mix
ERR323059,Non-Mix,Non-mix
ERR323065,Non-Mix,Non-mix
ERR323067,Non-Mix,Non-mix
ERR323069,Non-Mix,Non-mix
ERR323070,Non-Mix,Non-mix
ERR323071,Non-Mix,Non-mix
ERR323072,Non-Mix,Non-mix
ERR323073,Non-Mix,Non-mix
ERR323074,Non-Mix,Non-mix
ERR323075,Non-Mix,Non-mix
ERR323076,Non-Mix,Non-mix
ERR323077,Non-Mix,Non-mix
ERR323078,Non-Mix,Non-mix
ERR323079,Non-Mix,Non-mix
ERR323080,Non-Mix,Non-mix
ERR323081,Non-Mix,Non-mix
ERR323082,Mix,Mix
ERR323083,Non-Mix,Non-mix
ERR323084,Non-Mix,Non-mix
ERR323086,Non-Mix,Non-mix
ERR323087,Non-Mix,Non-mix
ERR323088,Non-Mix,Non-mix
ERR323089,Non-Mix,Non-mix
ERR323090,Non-Mix,Non-mix
ERR323091,Non-Mix,Non-mix
ERR323092,Non-Mix,Non-mix
ERR323093,Non-Mix,Non-mix
ERR323094,Non-Mix,Non-mix
ERR323095,Non-Mix,Non-mix
ERR323096,Non-Mix,Non-mix
ERR323097,Non-mix,Non-mix
ERR323098,Non-Mix,Non-mix
ERR323099,Non-Mix,Non-mix
ERR323100,Non-mix,Non-mix
ERR323101,Non-Mix,Non-mix
ERR323105,Non-Mix,Non-mix
ERR323106,Non-Mix,Non-mix
ERR323109,Non-Mix,Non-mix
ERR323110,Non-mix,Non-mix
ERR323111,Non-Mix,Non-mix
ERR323112,Non-mix,Non-mix
ERR323113,Non-mix,Non-mix
ERR323116,Non-mix,Non-mix
ERR323117,Non-Mix,Non-mix
ERR323118,Non-Mix,Non-mix
ERR323119,Non-Mix,Non-mix
ERR473280,Non-Mix,Non-mix
ERR473281,Non-Mix,Non-mix
ERR473282,Non-Mix,Non-mix
ERR473283,Non-Mix,Non-mix
ERR473285,Non-Mix,Non-mix
ERR473287,Non-Mix,Non-mix
ERR473288,Non-Mix,Non-mix
ERR473289,Non-Mix,Non-mix
ERR473290,Non-Mix,Non-mix
ERR473291,Non-Mix,Non-mix
ERR473292,Non-Mix,Non-mix
ERR473293,Non-Mix,Non-mix
ERR473294,Non-Mix,Non-mix
ERR473295,Non-Mix,Non-mix
ERR473296,Non-mix,Non-mix
ERR473297,Non-Mix,Non-mix
ERR473298,Non-Mix,Non-mix
ERR473299,Non-Mix,Non-mix
ERR473300,Non-Mix,Non-mix
ERR473301,Non-Mix,Non-mix
ERR473302,Non-Mix,Non-mix
ERR473305,Non-Mix,Non-mix
ERR473306,Non-Mix,Non-mix
ERR473307,Non-mix,Non-mix
ERR473308,Non-Mix,Non-mix
ERR473309,Non-Mix,Non-mix
ERR473310,Non-Mix,Non-mix
ERR473312,Non-Mix,Non-mix
ERR473313,Non-Mix,Non-mix
ERR473316,Non-Mix,Non-mix
ERR473317,Non-Mix,Non-mix
ERR473319,Non-Mix,Non-mix
ERR473320,Non-Mix,Non-mix
ERR473321,Non-Mix,Non-mix
ERR473322,Mix,Mix
ERR473325,Non-Mix,Non-mix
ERR473326,Non-Mix,Non-mix
ERR473327,Non-Mix,Non-mix
ERR473328,Non-Mix,Non-mix
ERR473329,Non-Mix,Non-mix
ERR473331,Non-Mix,Non-mix
ERR473336,Non-mix,Non-mix
ERR473338,Non-Mix,Non-mix
ERR473339,Non-Mix,Non-mix
ERR473340,Mix,Non-mix
ERR473341,Non-Mix,Non-mix
ERR473342,Non-Mix,Non-mix
ERR473343,Non-Mix,Non-mix
ERR473344,Non-Mix,Non-mix
ERR473345,Non-Mix,Non-mix
ERR473348,Non-Mix,Non-mix
ERR473349,Non-Mix,Non-mix
ERR473350,Non-Mix,Non-mix
ERR473351,Non-Mix,Non-mix
ERR473353,Non-mix,Non-mix
ERR473354,Non-Mix,Non-mix
ERR473355,Non-Mix,Non-mix
ERR473356,Non-mix,Non-mix
ERR473358,Non-Mix,Non-mix
ERR473359,Mix,Mix
ERR473360,Non-mix,Non-mix
ERR473362,Non-Mix,Non-mix
ERR473363,Non-Mix,Non-mix
ERR473364,Non-Mix,Non-mix
ERR473365,Non-Mix,Non-mix
ERR473368,Non-Mix,Non-mix
ERR473369,Non-Mix,Non-mix
ERR485007,Non-Mix,Non-mix
ERR736803,Non-mix,Non-mix
ERR736805,Non-Mix,Non-mix
ERR736806,Non-Mix,Non-mix
ERR736807,Non-mix,Non-mix
ERR736808,Non-mix,Non-mix
ERR736809,Non-Mix,Non-mix
ERR736810,Non-mix,Non-mix
ERR736812,Non-Mix,Non-mix
ERR736815,Non-mix,Non-mix
ERR736821,Non-mix,Non-mix
ERR736822,Non-Mix,Non-mix
ERR736826,Non-Mix,Non-mix
ERR736827,Non-mix,Non-mix
ERR736828,Non-Mix,Non-mix
ERR736829,Non-Mix,Non-mix
ERR736830,Non-Mix,Non-mix
ERR736832,Non-Mix,Non-mix
ERR736836,Non-Mix,Non-mix
ERR736838,Non-Mix,Non-mix
ERR736840,Non-Mix,Non-mix
ERR736841,Non-Mix,Non-mix
ERR736842,Non-Mix,Non-mix
ERR736843,Non-Mix,Non-mix
ERR736844,Non-Mix,Non-mix
ERR736845,Non-Mix,Non-mix
ERR736846,Non-Mix,Non-mix
ERR736849,Non-Mix,Non-mix
ERR736851,Non-Mix,Non-mix
ERR736852,Non-Mix,Non-mix
ERR736853,Non-Mix,Non-mix
ERR736854,Non-Mix,Non-mix
ERR736855,Non-Mix,Non-mix
ERR736857,Non-Mix,Non-mix
ERR736858,Non-Mix,Non-mix
ERR736860,Non-Mix,Non-mix
ERR736861,Non-Mix,Non-mix
ERR736862,Non-Mix,Non-mix
ERR736864,Non-Mix,Non-mix
ERR736866,Non-Mix,Non-mix
ERR736868,Non-Mix,Non-mix
ERR736869,Non-Mix,Non-mix
ERR736870,Non-Mix,Non-mix
ERR736873,Non-Mix,Non-mix
ERR736876,Non-Mix,Non-mix
ERR736877,Non-Mix,Non-mix
ERR736878,Non-Mix,Non-mix
ERR736879,Non-Mix,Non-mix
ERR736880,Non-Mix,Non-mix
ERR736881,Non-Mix,Non-mix
ERR736882,Non-Mix,Non-mix
ERR773786,Non-Mix,Non-mix
ERR773787,Non-Mix,Non-mix
ERR773788,Non-Mix,Non-mix
ERR773789,Non-Mix,Non-mix
ERR773790,Non-Mix,Non-mix
ERR773791,Non-Mix,Non-mix
ERR773792,Non-Mix,Non-mix
ERR773793,Non-Mix,Non-mix
ERR773794,Non-Mix,Non-mix
ERR773795,Non-Mix,Non-mix
ERR773796,Non-Mix,Non-mix
ERR773797,Non-Mix,Non-mix
ERR773798,Non-Mix,Non-mix
ERR773800,Non-Mix,Non-mix
ERR773801,Non-Mix,Non-mix
ERR773802,Non-Mix,Non-mix
ERR773803,Non-Mix,Non-mix
ERR773805,Non-Mix,Non-mix
ERR773806,Mix,Mix
ERR773807,Non-Mix,Non-mix
ERR773808,Non-Mix,Non-mix
ERR773809,Non-Mix,Non-mix
ERR773810,Non-Mix,Non-mix
ERR779651,Non-Mix,Non-mix
ERR779652,Non-Mix,Non-mix
ERR779653,Non-Mix,Non-mix
ERR779654,Non-Mix,Non-mix
ERR779655,Non-Mix,Non-mix
ERR779656,Non-Mix,Non-mix
ERR779657,Non-Mix,Non-mix
ERR779658,Non-Mix,Non-mix
ERR779659,Non-Mix,Non-mix
ERR779660,Non-Mix,Non-mix
ERR779661,Non-Mix,Non-mix
ERR779662,Non-Mix,Non-mix
ERR779663,Non-Mix,Non-mix
ERR779664,Non-Mix,Non-mix
ERR779665,Non-Mix,Non-mix
ERR779666,Non-Mix,Non-mix
ERR779667,Non-Mix,Non-mix
ERR779668,Non-Mix,Non-mix
ERR779669,Non-Mix,Non-mix
ERR779670,Non-Mix,Non-mix
ERR779671,Non-Mix,Non-mix
ERR779672,Non-Mix,Non-mix
ERR779673,Non-Mix,Non-mix
ERR779674,Non-Mix,Non-mix
ERR779675,Non-Mix,Non-mix
ERR779676,Non-Mix,Non-mix
ERR779677,Non-Mix,Non-mix
ERR779678,Non-Mix,Non-mix
ERR779679,Non-Mix,Non-mix
ERR779680,Non-Mix,Non-mix
ERR036186,Non-Mix,Non-mix
ERR036187,Non-Mix,Non-mix
ERR036188,Non-Mix,Non-mix
ERR036189,Non-mix,Non-mix
ERR036190,Non-Mix,Non-mix
ERR036191,Non-mix,Non-mix
ERR036192,Non-Mix,Non-mix
ERR036193,Non-Mix,Non-mix
ERR036194,Mix,Non-mix
ERR036195,Non-mix,Non-mix
ERR036196,Non-Mix,Non-mix
ERR036197,Non-Mix,Non-mix
ERR036199,Non-Mix,Non-mix
ERR036200,Non-Mix,Non-mix
ERR036201,Non-Mix,Non-mix
ERR036202,Non-Mix,Non-mix
ERR036203,Non-Mix,Non-mix
ERR036204,Non-Mix,Non-mix
ERR036205,Non-Mix,Non-mix
ERR036206,Non-Mix,Non-mix
ERR036208,Non-Mix,Non-mix
ERR036209,Non-Mix,Non-mix
ERR036210,Non-Mix,Non-mix
ERR036212,Non-Mix,Non-mix
ERR036213,Non-Mix,Non-mix
ERR036214,Non-Mix,Non-mix
ERR036215,Non-Mix,Non-mix
ERR036216,Non-Mix,Non-mix
ERR036217,Non-mix,Non-mix
ERR036218,Non-Mix,Non-mix
ERR036219,Non-mix,Non-mix
ERR036220,Non-Mix,Non-mix
ERR036221,Non-Mix,Non-mix
ERR036222,Non-Mix,Non-mix
ERR036223,Non-Mix,Non-mix
ERR036225,Non-Mix,Non-mix
ERR036226,Non-Mix,Non-mix
ERR036227,Non-Mix,Non-mix
ERR036228,Non-Mix,Non-mix
ERR036229,Non-Mix,Non-mix
ERR036230,Non-Mix,Non-mix
ERR036231,Non-Mix,Non-mix
ERR036232,Non-Mix,Non-mix
ERR036233,Mix,Mix
ERR036234,Non-Mix,Non-mix
ERR036235,Non-Mix,Non-mix
ERR036236,Non-Mix,Non-mix
ERR036238,Non-Mix,Non-mix
ERR036239,Non-Mix,Non-mix
ERR036240,Non-Mix,Non-mix
ERR036241,Non-Mix,Non-mix
ERR036242,Non-Mix,Non-mix
ERR036243,Non-Mix,Non-mix
ERR036244,Non-Mix,Non-mix
ERR036245,Non-Mix,Non-mix
ERR036246,Non-Mix,Non-mix
ERR036247,Non-Mix,Non-mix
ERR036248,Mix,Mix
ERR036249,Non-Mix,Non-mix
ERR037467,Non-mix,Non-mix
ERR037468,Non-Mix,Non-mix
ERR037469,Mix,Mix
ERR037470,Non-Mix,Non-mix
ERR037471,Non-Mix,Non-mix
ERR037472,Non-Mix,Non-mix
ERR037473,Non-Mix,Non-mix
ERR037474,Non-Mix,Non-mix
ERR037475,Non-Mix,Non-mix
ERR037476,Non-Mix,Non-mix
ERR037477,Non-Mix,Non-mix
ERR037478,Non-Mix,Non-mix
ERR037479,Non-Mix,Non-mix
ERR037480,Non-Mix,Non-mix
ERR037481,Non-Mix,Non-mix
ERR037483,Non-mix,Non-mix
ERR037484,Non-Mix,Non-mix
ERR037485,Non-Mix,Non-mix
ERR037486,Non-Mix,Non-mix
ERR037487,Non-Mix,Non-mix
ERR037488,Non-Mix,Non-mix
ERR037489,Non-Mix,Non-mix
ERR037490,Non-Mix,Non-mix
ERR037491,Non-Mix,Non-mix
ERR037492,Non-Mix,Non-mix
ERR037493,Non-Mix,Non-mix
ERR037494,Non-Mix,Non-mix
ERR037495,Non-Mix,Non-mix
ERR037496,Non-Mix,Non-mix
ERR037497,Non-Mix,Non-mix
ERR037498,Non-Mix,Non-mix
ERR037499,Non-Mix,Non-mix
ERR037500,Non-Mix,Non-mix
ERR037501,Non-mix,Non-mix
ERR037502,Non-Mix,Non-mix
ERR037503,Non-Mix,Non-mix
ERR037504,Non-Mix,Non-mix
ERR037505,Non-Mix,Non-mix
ERR037506,Non-Mix,Non-mix
ERR037507,Non-Mix,Non-mix
ERR037508,Non-Mix,Non-mix
ERR037509,Non-Mix,Non-mix
ERR037510,Non-Mix,Non-mix
ERR037511,Non-Mix,Non-mix
ERR037512,Non-Mix,Non-mix
ERR037513,Non-mix,Non-mix
ERR037514,Non-Mix,Non-mix
ERR037515,Non-Mix,Non-mix
ERR037516,Non-Mix,Non-mix
ERR037517,Non-mix,Non-mix
ERR037518,Non-Mix,Non-mix
ERR037519,Non-Mix,Non-mix
ERR037520,Non-Mix,Non-mix
ERR037521,Non-Mix,Non-mix
ERR037522,Non-mix,Non-mix
ERR037523,Non-Mix,Non-mix
ERR037524,Non-Mix,Non-mix
ERR037525,Non-Mix,Non-mix
ERR037526,Non-Mix,Non-mix
ERR037527,Non-Mix,Non-mix
ERR037528,Non-Mix,Non-mix
ERR037529,Non-mix,Non-mix
ERR037530,Non-Mix,Non-mix
ERR037531,Non-Mix,Non-mix
ERR037532,Non-Mix,Non-mix
ERR037533,Non-Mix,Non-mix
ERR037534,Non-Mix,Non-mix
ERR037535,Non-Mix,Non-mix
ERR037536,Non-Mix,Non-mix
ERR037537,Non-Mix,Non-mix
ERR037538,Non-Mix,Non-mix
ERR037539,Non-Mix,Non-mix
ERR037540,Non-Mix,Non-mix
ERR037541,Non-Mix,Non-mix
ERR037542,Non-Mix,Non-mix
ERR037543,Non-Mix,Non-mix
ERR037544,Non-Mix,Non-mix
ERR037545,Non-Mix,Non-mix
ERR037546,Non-Mix,Non-mix
ERR037547,Mix,Mix
ERR037548,Non-Mix,Non-mix
ERR037549,Non-Mix,Non-mix
ERR037550,Non-Mix,Non-mix
ERR037551,Non-Mix,Non-mix
ERR037552,Non-Mix,Non-mix
ERR037553,Non-Mix,Non-mix
ERR037554,Non-Mix,Non-mix
ERR037555,Non-Mix,Non-mix
ERR124634,Non-Mix,Non-mix
ERR124635,Non-Mix,Non-mix
ERR124637,Non-mix,Non-mix
ERR124638,Non-Mix,Non-mix
ERR124640,Non-Mix,Non-mix
ERR124641,Non-Mix,Non-mix
ERR124643,Non-mix,Non-mix
ERR124645,Non-mix,Non-mix
ERR124647,Non-Mix,Non-mix
ERR124648,Non-Mix,Non-mix
ERR124650,Non-Mix,Non-mix
ERR126599,Non-Mix,Non-mix
ERR126601,Non-Mix,Non-mix
ERR126603,Non-mix,Non-mix
ERR126604,Non-mix,Non-mix
ERR126605,Non-Mix,Non-mix
ERR126607,Non-Mix,Non-mix
ERR126609,Non-Mix,Non-mix
ERR126610,Non-mix,Non-mix
ERR126612,Non-Mix,Non-mix
ERR126614,Non-mix,Non-mix
ERR126616,Non-Mix,Non-mix
ERR126617,Non-Mix,Non-mix
ERR126619,Non-Mix,Non-mix
ERR126620,Non-Mix,Non-mix
ERR126621,Non-Mix,Non-mix
ERR126622,Non-Mix,Non-mix
ERR126623,Non-Mix,Non-mix
ERR126624,Non-Mix,Non-mix
ERR126625,Non-Mix,Non-mix
ERR126626,Non-Mix,Non-mix
ERR126627,Non-Mix,Non-mix
ERR126628,Non-mix,Non-mix
ERR126630,Non-Mix,Non-mix
ERR126631,Non-Mix,Non-mix
ERR126632,Non-Mix,Non-mix
ERR126633,Non-Mix,Non-mix
ERR126635,Non-Mix,Non-mix
ERR126636,Non-Mix,Non-mix
ERR126637,Non-Mix,Non-mix
ERR126638,Non-Mix,Non-mix
ERR126639,Non-Mix,Non-mix
ERR126640,Non-Mix,Non-mix
ERR126641,Mix,Mix
ERR126642,Mix,Mix
ERR126643,Non-Mix,Non-mix
ERR126644,Non-Mix,Non-mix
ERR161012,Non-Mix,Non-mix
ERR161013,Non-Mix,Non-mix
ERR161015,Non-Mix,Non-mix
ERR161016,Non-Mix,Non-mix
ERR161017,Non-mix,Non-mix
ERR161018,Non-Mix,Non-mix
ERR161019,Non-Mix,Non-mix
ERR161022,Non-Mix,Non-mix
ERR161023,Non-Mix,Non-mix
ERR161024,Mix,Mix
ERR161025,Non-Mix,Non-mix
ERR161026,Mix,Mix
ERR161027,Mix,Mix
ERR161028,Non-Mix,Non-mix
ERR161029,Non-Mix,Non-mix
ERR161030,Non-Mix,Non-mix
ERR161031,Non-mix,Non-mix
ERR161032,Non-Mix,Non-mix
ERR161034,Mix,Mix
ERR161035,Non-Mix,Non-mix
ERR161036,Non-Mix,Non-mix
ERR161038,Non-Mix,Non-mix
ERR161039,Mix,Mix
ERR161041,Non-Mix,Non-mix
ERR161042,Non-Mix,Non-mix
ERR161044,Non-Mix,Non-mix
ERR161047,Non-Mix,Non-mix
ERR161048,Non-Mix,Non-mix
ERR161049,Mix,Mix
ERR161050,Mix,Mix
ERR161051,Non-Mix,Non-mix
ERR161052,Non-Mix,Non-mix
ERR161053,Non-Mix,Non-mix
ERR161055,Mix,Mix
ERR161056,Non-Mix,Non-mix
ERR161057,Non-mix,Non-mix
ERR161058,Non-Mix,Non-mix
ERR161059,Non-Mix,Non-mix
ERR161060,Non-mix,Non-mix
ERR161061,Non-Mix,Non-mix
ERR161062,Non-Mix,Non-mix
ERR161063,Non-mix,Non-mix
ERR161064,Non-Mix,Non-mix
ERR161065,Non-Mix,Non-mix
ERR161066,Non-mix,Non-mix
ERR161068,Non-Mix,Non-mix
ERR161069,Non-mix,Non-mix
ERR161070,Non-Mix,Non-mix
ERR161071,Mix,Mix
ERR161072,Non-Mix,Non-mix
ERR161073,Non-Mix,Non-mix
ERR161076,Non-Mix,Non-mix
ERR161077,Mix,Mix
ERR161078,Mix,Mix
ERR161079,Non-Mix,Non-mix
ERR161080,Non-Mix,Non-mix
ERR161081,Mix,Mix
ERR161082,Non-Mix,Non-mix
ERR161083,Non-Mix,Non-mix
ERR161084,Mix,Mix
ERR161085,Non-Mix,Non-mix
ERR161086,Non-Mix,Non-mix
ERR161088,Mix,Mix
ERR161089,Non-Mix,Non-mix
ERR161090,Mix,Mix
ERR161091,Mix,Mix
ERR161093,Non-Mix,Non-mix
ERR161094,Non-Mix,Non-mix
ERR161095,Non-Mix,Non-mix
ERR161096,Non-Mix,Non-mix
ERR161097,Mix,Mix
ERR161098,Non-Mix,Non-mix
ERR161100,Non-Mix,Non-mix
ERR161101,Non-Mix,Non-mix
ERR161102,Non-Mix,Non-mix
ERR161103,Non-Mix,Non-mix
ERR161104,Non-Mix,Non-mix
ERR161105,Non-Mix,Non-mix
ERR161106,Non-mix,Non-mix
ERR161107,Non-mix,Non-mix
ERR161108,Non-Mix,Non-mix
ERR161109,Non-Mix,Non-mix
ERR161110,Non-Mix,Non-mix
ERR161111,Non-Mix,Non-mix
ERR161113,Non-Mix,Non-mix
ERR161114,Non-Mix,Non-mix
ERR161115,Non-Mix,Non-mix
ERR161116,Non-Mix,Non-mix
ERR161118,Non-Mix,Non-mix
ERR161119,Non-Mix,Non-mix
ERR161120,Mix,Mix
ERR161121,Non-mix,Non-mix
ERR161122,Mix,Mix
ERR161123,Mix,Mix
ERR161127,Non-Mix,Non-mix
ERR161129,Non-Mix,Non-mix
ERR161130,Non-Mix,Non-mix
ERR161131,Non-Mix,Non-mix
ERR161132,Non-Mix,Non-mix
ERR161133,Non-Mix,Non-mix
ERR161134,Non-mix,Non-mix
ERR161135,Non-Mix,Non-mix
ERR161136,Non-Mix,Non-mix
ERR161137,Non-Mix,Non-mix
ERR161138,Non-Mix,Non-mix
ERR161139,Non-Mix,Non-mix
ERR161140,Non-Mix,Non-mix
ERR161141,Non-Mix,Non-mix
ERR161142,Non-Mix,Non-mix
ERR161143,Non-Mix,Non-mix
ERR161144,Non-Mix,Non-mix
ERR161145,Non-Mix,Non-mix
ERR161146,Non-Mix,Non-mix
ERR161147,Non-Mix,Non-mix
ERR161148,Non-Mix,Non-mix
ERR161149,Non-Mix,Non-mix
ERR161150,Non-Mix,Non-mix
ERR161151,Non-Mix,Non-mix
ERR161152,Non-Mix,Non-mix
ERR161153,Non-Mix,Non-mix
ERR161154,Non-Mix,Non-mix
ERR161156,Non-Mix,Non-mix
ERR161157,Non-Mix,Non-mix
ERR161158,Non-Mix,Non-mix
ERR161159,Non-Mix,Non-mix
ERR161160,Non-Mix,Non-mix
ERR161161,Non-Mix,Non-mix
ERR161162,Non-Mix,Non-mix
ERR161163,Non-Mix,Non-mix
ERR161164,Non-Mix,Non-mix
ERR161165,Non-mix,Non-mix
ERR161166,Non-Mix,Non-mix
ERR161167,Non-Mix,Non-mix
ERR161168,Non-Mix,Non-mix
ERR161169,Non-Mix,Non-mix
ERR161170,Mix,Mix
ERR161171,Non-mix,Non-mix
ERR161172,Non-Mix,Non-mix
ERR161173,Mix,Mix
ERR161175,Non-Mix,Non-mix
ERR161176,Mix,Mix
ERR161177,Non-Mix,Non-mix
ERR161178,Non-mix,Non-mix
ERR161179,Non-Mix,Non-mix
ERR161180,Non-Mix,Non-mix
ERR161181,Non-Mix,Non-mix
ERR161182,Non-Mix,Non-mix
ERR161183,Non-Mix,Non-mix
ERR161184,Mix,Mix
ERR161185,Non-Mix,Non-mix
ERR161186,Non-Mix,Non-mix
ERR161187,Non-Mix,Non-mix
ERR161188,Non-Mix,Non-mix
ERR161189,Non-Mix,Non-mix
ERR161190,Non-Mix,Non-mix
ERR161191,Non-Mix,Non-mix
ERR161192,Non-Mix,Non-mix
ERR161193,Non-Mix,Non-mix
ERR161194,Mix,Mix
ERR161195,Mix,Mix
ERR161196,Non-Mix,Non-mix
ERR161197,Non-mix,Non-mix
ERR161198,Non-mix,Non-mix
ERR161199,Non-Mix,Non-mix
ERR161200,Non-Mix,Non-mix
ERR161201,Non-Mix,Non-mix
ERR161202,Non-mix,Non-mix
ERR161203,Non-Mix,Non-mix
ERR163928,Non-Mix,Non-mix
ERR163929,Non-Mix,Non-mix
ERR163930,Non-Mix,Non-mix
ERR163931,Non-Mix,Non-mix
ERR163932,Mix,Mix
ERR163933,Non-Mix,Non-mix
ERR163934,Non-Mix,Non-mix
ERR163936,Non-Mix,Non-mix
ERR163937,Non-Mix,Non-mix
ERR163938,Non-Mix,Non-mix
ERR163939,Non-Mix,Non-mix
ERR163940,Mix,Mix
ERR163941,Non-mix,Non-mix
ERR163942,Mix,Mix
ERR163943,Mix,Mix
ERR163944,Non-Mix,Non-mix
ERR163945,Non-Mix,Non-mix
ERR163946,Non-Mix,Non-mix
ERR163947,Mix,Mix
ERR163949,Non-Mix,Non-mix
ERR163950,Non-Mix,Non-mix
ERR163952,Non-mix,Non-mix
ERR163953,Non-Mix,Non-mix
ERR163954,Mix,Mix
ERR163955,Non-Mix,Non-mix
ERR163956,Non-Mix,Non-mix
ERR163957,Non-Mix,Non-mix
ERR163958,Non-mix,Non-mix
ERR163959,Non-Mix,Non-mix
ERR163960,Non-Mix,Non-mix
ERR163961,Non-mix,Non-mix
ERR163963,Non-Mix,Non-mix
ERR163965,Non-Mix,Non-mix
ERR163967,Non-Mix,Non-mix
ERR163968,Non-Mix,Non-mix
ERR163969,Non-Mix,Non-mix
ERR163970,Non-Mix,Non-mix
ERR163971,Mix,Mix
ERR163972,Non-Mix,Non-mix
ERR163973,Non-Mix,Non-mix
ERR163974,Non-Mix,Non-mix
ERR163975,Non-Mix,Non-mix
ERR163976,Non-Mix,Non-mix
ERR163977,Non-Mix,Non-mix
ERR163978,Non-Mix,Non-mix
ERR163979,Non-Mix,Non-mix
ERR163980,Non-Mix,Non-mix
ERR163981,Non-Mix,Non-mix
ERR163982,Non-Mix,Non-mix
ERR163983,Non-Mix,Non-mix
ERR163984,Non-Mix,Non-mix
ERR163986,Mix,Mix
ERR163988,Non-Mix,Non-mix
ERR163990,Non-Mix,Non-mix
ERR163991,Non-Mix,Non-mix
ERR163992,Non-Mix,Non-mix
ERR163993,Non-Mix,Non-mix
ERR163995,Non-Mix,Non-mix
ERR163996,Mix,Mix
ERR163997,Non-Mix,Non-mix
ERR163998,Non-Mix,Non-mix
ERR163999,Non-Mix,Non-mix
ERR164000,Non-Mix,Non-mix
ERR164001,Non-Mix,Non-mix
ERR164002,Non-Mix,Non-mix
ERR164003,Non-Mix,Non-mix
ERR164005,Non-Mix,Non-mix
ERR164006,Non-Mix,Non-mix
ERR164007,Mix,Mix
ERR164008,Non-Mix,Non-mix
ERR164009,Non-Mix,Non-mix
ERR164010,Non-Mix,Non-mix
ERR164011,Non-Mix,Non-mix
ERR164012,Non-Mix,Non-mix
ERR164013,Non-Mix,Non-mix
ERR164014,Non-mix,Non-mix
ERR164015,Non-Mix,Non-mix
ERR164016,Non-Mix,Non-mix
ERR164017,Non-Mix,Non-mix
ERR164018,Non-Mix,Non-mix
ERR164019,Non-Mix,Non-mix
ERR164020,Non-Mix,Non-mix
ERR164021,Mix,Mix
ERR164022,Non-Mix,Non-mix
ERR164023,Non-Mix,Non-mix
ERR176446,Mix,Mix
ERR176447,Non-Mix,Non-mix
ERR176448,Non-Mix,Non-mix
ERR176449,Non-Mix,Non-mix
ERR176451,Non-Mix,Non-mix
ERR176452,Non-Mix,Non-mix
ERR176453,Non-Mix,Non-mix
ERR176454,Non-Mix,Non-mix
ERR176455,Non-Mix,Non-mix
ERR176456,Non-Mix,Non-mix
ERR176457,Non-mix,Non-mix
ERR176458,Mix,Mix
ERR176459,Non-Mix,Non-mix
ERR176460,Mix,Mix
ERR176461,Mix,Mix
ERR176462,Non-Mix,Non-mix
ERR176463,Non-Mix,Non-mix
ERR176464,Non-Mix,Non-mix
ERR176465,Non-Mix,Non-mix
ERR176466,Non-Mix,Non-mix
ERR176467,Non-Mix,Non-mix
ERR176468,Non-Mix,Non-mix
ERR176469,Non-Mix,Non-mix
ERR176470,Non-Mix,Non-mix
ERR176471,Non-mix,Non-mix
