1,1.1,1.1.1,1.1.1.1,1.1.2,1.1.3,1.1.3.1,1.1.3.2,1.1.3.3,1.2.1,1.2.2,1.2.2.1,2,2.1,2.2,2.2.1,2.2.1.1,2.2.2,3,3.1.1,3.1.2,3.1.2.1,3.1.2.2,4,4.1,4.1.1,4.1.1.1,4.1.1.2,4.1.1.3,4.1.1.3.1,4.1.2,4.1.2.1,4.1.2.1.1,4.1.3,4.1.4,4.2,4.2.1,4.2.1.1,4.2.2,4.2.2.1,4.2.2.2,4.3,4.3.1,4.3.1.1,4.3.2,4.3.2.1,4.3.3,4.3.4,4.3.4.1,4.3.4.2,4.3.4.2.1,4.4,4.4.1,4.4.1.1,4.4.1.1.1,4.4.1.2,4.5,4.6,4.6.1,4.6.1.1,4.6.1.2,4.6.2,4.6.2.1,4.6.2.2,4.6.3,4.6.4,4.6.5,4.7,4.8,4.8.1,4.8.2,4.8.3,4.9.1,5,6,7,8,9,bov,cap,oryg
G1157771C,G1157771C,G1157771C,G1157771C,G1157771C,G1157771C,G1157771C,G1157771C,G1157771C,G1157771C,G1157771C,G1157771C,,C570641A,A1071966G,A1071966G,A1071966G,A1071966G,G2591172A,G2591172A,G2591172A,G2591172A,G2591172A,,,G4306767A,G4306767A,G4306767A,G4306767A,G4306767A,,G1931219A,G1931219A,C1149932T,C1926906T,G4073918A,G4073918A,G4073918A,G4073918A,G4073918A,G4073918A,,,G3360032A,T3894176C,T3894176C,,,,,,,,,G55813A,C1054645A,,,,A4076615C,T2447282G,,,T2233947C,A2136627G,,,,,,,,,C907906T,C1728324A,G420243A,G475994A,C2958528T,,C1603185T,C684214T
G1184826T,G1184826T,G1184826T,G1184826T,G1184826T,G1184826T,G1184826T,G1184826T,G1184826T,G1184826T,G1184826T,G1184826T,,C643813T,A1145848C,A1145848C,A1145848C,A1145848C,G2656635A,G2656635A,G2656635A,G2656635A,G2656635A,,,,C43191A,T26300C,G97388T,G97388T,,G2244770A,G2244770A,G1152085A,C1937571G,C4129917A,C4129917A,C4129917A,C4129917A,C4129917A,C4129917A,,,C3368219T,G4050877C,G4050877C,,,,,,,,,C68688T,C1056094T,,,,,G2494263A,,,C2255839A,C2151457T,,,,,,,,,T991740C,C1810253T,C443264T,C477648A,A3006766G,,G1608427A,C696118T
T1199019C,T1199019C,T1199019C,T1199019C,T1199019C,T1199019C,T1199019C,T1199019C,T1199019C,T1199019C,T1199019C,T1199019C,,A648465G,G1288698A,G1288698A,G1288698A,G1288698A,C2688700T,C2688700T,C2688700T,C2688700T,C2688700T,,,,C69873A,G43041A,G144390A,G144390A,,C2304068A,C2304068A,C1243792T,G2078644C,C4168771T,C4168771T,C4168771T,C4168771T,C4168771T,C4168771T,,,C3679532T,G4076546A,G4076546A,,,,,,,,,T102348C,T1399589G,,,,,G2562752A,,,G2281733A,A2333854C,,,,,,,,,A1004177C,C1811964A,G452375A,C508454T,G3040601T,,C1622499T,C698131T
A1228116G,A1228116G,A1228116G,A1228116G,A1228116G,A1228116G,A1228116G,A1228116G,A1228116G,A1228116G,A1228116G,A1228116G,,T669565G,A1322741G,A1322741G,A1322741G,A1322741G,T2700222C,T2700222C,T2700222C,T2700222C,T2700222C,,,,A163670G,G78871T,C147985T,C147985T,,C2473699T,C2473699T,T1265434C,C2212900A,G4212976A,G4212976A,G4212976A,G4212976A,G4212976A,G4212976A,,,G4218791T,G4141036T,G4141036T,,,,,,,,,C135695A,A1567056C,,,,,G2794793A,,,G2369118A,C2454006T,,,,,,,,,T1025135C,G1829836A,T453561C,G554742A,G3041643A,,C1673766T,C706429T
G1237403A,G1237403A,G1237403A,G1237403A,G1237403A,G1237403A,G1237403A,G1237403A,G1237403A,G1237403A,G1237403A,G1237403A,,G717730A,C1541798T,C1541798T,C1541798T,C1541798T,C2712328T,C2712328T,C2712328T,C2712328T,C2712328T,,,,A201123C,G101351A,G155293A,G155293A,,G2871251A,G2871251A,C1306874T,C2235314T,C4280072A,C4280072A,C4280072A,C4280072A,C4280072A,C4280072A,,,C4262222G,T4148529G,T4148529G,,,,,,,,,T163814C,T1684546C,,,,,C3332626T,,,G2586790A,C2507524G,,,,,,,,,G1038813A,C1840543T,C456189A,C562059T,A3045833C,,G1700470T,A707844G
G1320508A,G1320508A,G1320508A,G1320508A,G1320508A,G1320508A,G1320508A,G1320508A,G1320508A,G1320508A,G1320508A,G1320508A,,C741458T,G1594906A,G1594906A,G1594906A,G1594906A,G2782498A,G2782498A,G2782498A,G2782498A,G2782498A,,,,G418998A,G154671A,G320038A,G320038A,,C2898337T,C2898337T,T1376642C,C2269304G,G4309617T,G4309617T,G4309617T,G4309617T,G4309617T,G4309617T,,,T4283644C,G4225647A,G4225647A,,,,,,,,,C208710A,C1689879T,,,,,G3423426A,,,G2593424C,G2560425A,,,,,,,,,A1058309G,C1841538T,C473760T,G564734A,G3087782T,,T1718087G,C709306A
C1320614G,C1320614G,C1320614G,C1320614G,C1320614G,C1320614G,C1320614G,C1320614G,C1320614G,C1320614G,C1320614G,C1320614G,,A749176G,C1620181G,C1620181G,C1620181G,C1620181G,C2798595T,C2798595T,C2798595T,C2798595T,C2798595T,,,,A545911G,C266115T,G328641T,G328641T,,G2911823A,G2911823A,C1458106A,A2283198G,G4310449A,G4310449A,G4310449A,G4310449A,G4310449A,G4310449A,,,G4368326A,G4251087A,G4251087A,,,,,,,,,G502347C,C1721370T,,,,,A3480435G,,,G2665304A,C2652561T,,,,,,,,,C1077102T,C1855260T,C482789A,C568389A,C3227252T,,G1718813C,C709952G
C1356648T,C1356648T,C1356648T,C1356648T,C1356648T,C1356648T,C1356648T,C1356648T,C1356648T,C1356648T,C1356648T,C1356648T,,C793696G,G1647436A,G1647436A,G1647436A,G1647436A,G2817747A,G2817747A,G2817747A,G2817747A,G2817747A,,,,G583979T,G274930A,T851133G,T851133G,,C3013784G,C3013784G,C1549646T,T2469979G,C4324042T,C4324042T,C4324042T,C4324042T,C4324042T,C4324042T,,,,G4316114A,G4316114A,,,,,,,,,G1031285A,C1763564T,,,,,G3898637A,,,T2847973C,C2679283T,,,,,,,,,G1141069T,C1867707T,C492739T,G581672T,C3258046G,,G1823703A,G714884A
C1369389T,C1369389T,C1369389T,C1369389T,C1369389T,C1369389T,C1369389T,C1369389T,C1369389T,C1369389T,C1369389T,C1369389T,,T808434G,A1688064G,A1688064G,A1688064G,A1688064G,A2895473G,A2895473G,A2895473G,A2895473G,A2895473G,,,,C586644T,G341082A,C896356T,C896356T,,C3573090A,C3573090A,C1564799T,G2523830C,A4355141C,A4355141C,A4355141C,A4355141C,A4355141C,A4355141C,,,,C4349688T,C4349688T,,,,,,,,,C1039467T,G1803959T,,,,,C4148377T,,,T2860901C,C2754453T,,,,,,,,,C1145442G,G1886077A,G497126A,C589404A,G3286906A,,G1827833A,G721200A
G1369735A,G1369735A,G1369735A,G1369735A,G1369735A,G1369735A,G1369735A,G1369735A,G1369735A,G1369735A,G1369735A,G1369735A,,G809958T,C1849051T,C1849051T,C1849051T,C1849051T,G2903050A,G2903050A,G2903050A,G2903050A,G2903050A,,,,C894079T,A382356G,T979859C,T979859C,,T3587072C,T3587072C,G1625676A,G2564928T,G4376445A,G4376445A,G4376445A,G4376445A,G4376445A,G4376445A,,,,G4350446C,G4350446C,,,,,,,,,G1126895A,A1808124C,,,,,C4214751A,,,C2875883T,C2847965A,,,,,,,,,G1186287T,G1907794A,G498932T,G595051T,T3287507C,,C1871069T,G727605T
C1374578T,C1374578T,C1374578T,C1374578T,C1374578T,C1374578T,C1374578T,C1374578T,C1374578T,C1374578T,C1374578T,C1374578T,,A875561G,T1885385G,T1885385G,T1885385G,T1885385G,G2941179A,G2941179A,G2941179A,G2941179A,G2941179A,,,,C1078777A,C495104T,C1028944T,C1028944T,,G3693875A,G3693875A,A1652272C,C2673255G,T4388730C,T4388730C,T4388730C,T4388730C,T4388730C,T4388730C,,,,C4389202T,C4389202T,,,,,,,,,G1159141A,C1904706G,,,,,C4245055A,,,G2889947A,G2869984A,,,,,,,,,G1192641T,G1937727T,C517025A,C601402T,G3370805C,,A1888893C,G748320A
T1374639A,T1374639A,T1374639A,T1374639A,T1374639A,T1374639A,T1374639A,T1374639A,T1374639A,T1374639A,T1374639A,T1374639A,,G911655A,A2112832C,A2112832C,A2112832C,A2112832C,G2964594A,G2964594A,G2964594A,G2964594A,G2964594A,,,,G1139102A,C594027T,T1106877C,T1106877C,,C3973152G,C3973152G,C1654689T,G2909040T,G4394744C,G4394744C,G4394744C,G4394744C,G4394744C,G4394744C,,,,,C5520T,,,,,,,,,C1221479T,A2246438C,,,,,A4367911G,,,G2911595A,T2871558G,,,,,,,,,C1240578T,G1970407T,T526533G,C611424T,C3390795T,,G1908084A,C789117T
G1387211A,G1387211A,G1387211A,G1387211A,G1387211A,G1387211A,G1387211A,G1387211A,G1387211A,G1387211A,G1387211A,G1387211A,,C945915T,C2177366T,C2177366T,C2177366T,C2177366T,G3010014A,G3010014A,G3010014A,G3010014A,G3010014A,,,,T1326796G,A812065G,G1237562C,G1237562C,,C4095728G,C4095728G,A1660045G,G3071916A,,A314338G,A314338G,A9944C,A9944C,A9944C,,,,,G69025C,,,,,,,,,G1234999A,A2410938T,,,,,,,,C2927664T,G2908128A,,,,,,,,,C1242007T,G1970432A,C534342A,G616595T,G3414553A,,A1945801G,A794122G
C1389866T,C1389866T,C1389866T,C1389866T,C1389866T,C1389866T,C1389866T,C1389866T,C1389866T,C1389866T,C1389866T,C1389866T,,T989418C,C2202500T,C2202500T,C2202500T,C2202500T,C3027548T,C3027548T,C3027548T,C3027548T,C3027548T,,,,T1430989G,G938316T,G1244655T,G1244655T,,C4239298T,C4239298T,T1698192C,T3105369G,,G422879A,G422879A,T74956C,T74956C,T74956C,,,,,G147655C,,,,,,,,,C1434298T,G2610344C,,,,,,,,A2933223G,A2915666G,,,,,,,,,T1242416C,G2005758C,C536722T,A625303T,C3421758A,,G2003684A,A808432T
C1417019T,C1417019T,C1417019T,C1417019T,C1417019T,C1417019T,C1417019T,C1417019T,C1417019T,C1417019T,C1417019T,C1417019T,,G1023277A,C2315386A,C2315386A,C2315386A,C2315386A,C3043700T,C3043700T,C3043700T,C3043700T,C3043700T,,,,T1626022C,A1003545G,A1546541C,A1546541C,,G4256758C,G4256758C,G1791961A,G3195284T,,C609254T,C609254T,C193735G,C193735G,C193735G,,,,,G244719A,,,,,,,,,G1508817A,G2694560C,,,,,,,,G2952922T,G2919268A,,,,,,,,,T1243724C,C2060557T,G540424T,C630300A,G3479573A,,A2012868G,A810423G
G1417793A,G1417793A,G1417793A,G1417793A,G1417793A,G1417793A,G1417793A,G1417793A,G1417793A,G1417793A,G1417793A,G1417793A,,C1070687G,A2354791G,A2354791G,A2354791G,A2354791G,C3069566T,C3069566T,C3069566T,C3069566T,C3069566T,,,,C1850119T,T1006538G,C1645334T,C1645334T,,G4331585A,G4331585A,C1823738T,C3197005T,,A783601C,A783601C,C353767T,C353767T,C353767T,,,,,G265154C,,,,,,,,,G1853674A,G2860213A,,,,,,,,G3033922A,C3130916A,,,,,,,,,A1250131G,C2115064T,G545800C,G636670A,C3526452A,,C2108164T,G816409T
C1443354T,C1443354T,C1443354T,C1443354T,C1443354T,C1443354T,C1443354T,C1443354T,C1443354T,C1443354T,C1443354T,C1443354T,,C1099797A,G2505085A,G2505085A,G2505085A,G2505085A,A3072285C,A3072285C,A3072285C,A3072285C,A3072285C,,,,C2053091G,C1019277T,C1868578T,C1868578T,,,C67406G,A1897489C,C3455759T,,A1017836C,A1017836C,T515110G,T515110G,T515110G,,,,,C392914T,,,,,,,,,C1937374A,T3015686C,,,,,,,,G3139540T,T3205461G,,,,,,,,,C1255685T,C2115776T,C560504T,G637273A,C3602855A,,A2141769C,A831525C
G1560912A,G1560912A,G1560912A,G1560912A,G1560912A,G1560912A,G1560912A,G1560912A,G1560912A,G1560912A,G1560912A,G1560912A,,C1104944T,G2752122C,G2752122C,G2752122C,G2752122C,C3076172T,C3076172T,C3076172T,C3076172T,C3076172T,,,,T2773673G,C1023567T,C2008870G,C2008870G,,,G255225A,C1930745T,A3798433G,,C1645173A,C1645173A,C1487796A,C1487796A,C1487796A,,,,,T457032C,,,,,,,,,C1980719T,A3036095G,,,,,,,,A3231548G,G3211345A,,,,,,,,,A1256176G,G2159337T,C562311T,A643928G,C3610650T,,C2180535T,C834824T
C1568178T,C1568178T,C1568178T,C1568178T,C1568178T,C1568178T,C1568178T,C1568178T,C1568178T,C1568178T,C1568178T,C1568178T,,G1106464A,C2775361T,C2775361T,C2775361T,C2775361T,G3208600A,G3208600A,G3208600A,G3208600A,G3208600A,,,,C2824839T,C1117773G,G2054805A,G2054805A,,,G627396C,C1976092T,C3805277A,,A1721372C,A1721372C,C1600586T,C1600586T,C1600586T,,,,,T712773C,,,,,,,,,G2016998C,C3074721G,,,,,,,,C3268258T,G3295387A,,,,,,,,,A1256895C,T2199061G,A611543C,G650106T,G3615709T,,A2193581G,C858137T
A1575793G,A1575793G,A1575793G,A1575793G,A1575793G,A1575793G,A1575793G,A1575793G,A1575793G,A1575793G,A1575793G,A1575793G,,C1135798T,C2793810A,C2793810A,C2793810A,C2793810A,C3212723A,C3212723A,C3212723A,C3212723A,C3212723A,,,,C2897760T,C1118550T,C2090921T,C2090921T,,,G740855C,C1980196G,G3851686T,,C2209807T,C2209807T,G2244768A,G2244768A,G2244768A,,,,,G784581C,,,,,,,,,C2121742G,G3216607A,,,,,,,,G3274951C,T3307644C,,,,,,,,,A1275333G,A2265993C,A612629C,C660652T,A3678107C,,A2194204G,G862747T
G1580181A,G1580181A,G1580181A,G1580181A,G1580181A,G1580181A,G1580181A,G1580181A,G1580181A,G1580181A,G1580181A,G1580181A,,G1171107C,G2903439A,G2903439A,G2903439A,G2903439A,G3236442A,G3236442A,G3236442A,G3236442A,G3236442A,,,,C3062908A,C1198341T,C2426630T,C2426630T,,,A746790G,A2094281G,C4021166T,,C2211600G,C2211600G,A2420503G,A2420503G,A2420503G,,,,,T1118026C,,,,,,,,,C2159655T,C3248421A,,,,,,,,C3360152A,G3400894A,,,,,,,,,A1283821G,C2266051T,C626380A,C661759A,A3698626G,,C2271939T,T865058C
C1581377T,C1581377T,C1581377T,C1581377T,C1581377T,C1581377T,C1581377T,C1581377T,C1581377T,C1581377T,C1581377T,C1581377T,,G1304443A,A2955957C,A2955957C,A2955957C,A2955957C,T3244113C,T3244113C,T3244113C,T3244113C,T3244113C,,,,T3101005G,A1268540G,C2454856T,C2454856T,,,C777793T,G2099224A,C4302518T,,G2625052A,G2625052A,G2482888A,G2482888A,G2482888A,,,,,A1157768C,,,,,,,,,G2347615A,C3299886T,,,,,,,,T3369702A,C3418241G,,,,,,,,,T1358934G,A2276918G,C633147T,G670805T,G3799400A,,G2279228T,A872261T
C1589739T,C1589739T,C1589739T,C1589739T,C1589739T,C1589739T,C1589739T,C1589739T,C1589739T,C1589739T,C1589739T,C1589739T,,G1310756C,G3137736T,G3137736T,G3137736T,G3137736T,C3273107A,C3273107A,C3273107A,C3273107A,C3273107A,,,,C3402067T,G1285799A,G2523709A,G2523709A,,,G877363C,G2122866A,G4391663A,,G2793706A,G2793706A,C3020457T,C3020457T,C3020457T,,,,,G1231349A,,,,,,,,,C2476128T,G3310127C,,,,,,,,C3448567G,G3428230T,,,,,,,,,C1377185G,T2323880C,C636120A,G679280A,C3800971T,,C2286000T,T907834C
C1601528T,C1601528T,C1601528T,C1601528T,C1601528T,C1601528T,C1601528T,C1601528T,C1601528T,C1601528T,C1601528T,C1601528T,,G1325886T,C3200282T,C3200282T,C3200282T,C3200282T,G3306441A,G3306441A,G3306441A,G3306441A,G3306441A,,,,G3464053A,G1286666A,C2623232G,C2623232G,,,G899175A,G2145616C,,,C2882343A,C2882343A,G3066280A,G3066280A,G3066280A,,,,,C1334260A,,,,,,,,,C2699050T,C3338252T,,,,,,,,G3472473T,G3506049A,,,,,,,,,T1419373C,C2389698A,A637585C,C680146T,G3886397T,,C2292409T,G912467A
A1604290T,A1604290T,A1604290T,A1604290T,A1604290T,A1604290T,A1604290T,A1604290T,A1604290T,A1604290T,A1604290T,A1604290T,,C1386936G,T3249025G,T3249025G,T3249025G,T3249025G,C3312620A,C3312620A,C3312620A,C3312620A,C3312620A,,,,C3641447T,C1305971T,C2645270T,C2645270T,,,C935201T,C2312864T,,,G3257531A,G3257531A,G3383966C,G3383966C,G3383966C,,,,,C1354765G,,,,,,,,,C2793515T,G3349093C,,,,,,,,G3526884A,C3519713T,,,,,,,,,A1436284G,G2474271A,G648647T,A682156C,G3902789A,,G2379636A,G942322A
G1647830A,G1647830A,G1647830A,G1647830A,G1647830A,G1647830A,G1647830A,G1647830A,G1647830A,G1647830A,G1647830A,G1647830A,,C1462787A,A3375165C,A3375165C,A3375165C,A3375165C,C3385218T,C3385218T,C3385218T,C3385218T,C3385218T,,,,G4154011T,T1452918C,C2704329T,C2704329T,,,G1025614T,C2364577G,,,G3471151A,G3471151A,,C1131A,G8688T,,,,,C1451542T,,,,,,,,,C2799571T,T3361668C,,,,,,,,C3622049A,G3574690A,,,,,,,,,C1463143T,G2520466A,G654376A,G687333A,T3984704C,,C2382830A,T949892G
T1691520G,T1691520G,T1691520G,T1691520G,T1691520G,T1691520G,T1691520G,T1691520G,T1691520G,T1691520G,T1691520G,T1691520G,,G1527844A,A3477942G,A3477942G,A3477942G,A3477942G,C3393640T,C3393640T,C3393640T,C3393640T,C3393640T,,,,G4164866A,C1508301G,C2913078G,C2913078G,,,G1082983A,G2450245A,,,T3541237A,T3541237A,,C121463T,G611463A,,,,,C1592015T,,,,,,,,,A3102127G,G3416905A,,,,,,,,C3788280T,G3611111A,,,,,,,,,G1487674A,T2526709C,T655155C,C698875T,C4002869T,,C2392387T,G950010A
C1721490G,C1721490G,C1721490G,C1721490G,C1721490G,C1721490G,C1721490G,C1721490G,C1721490G,C1721490G,C1721490G,C1721490G,,C1640695T,G3587446A,G3587446A,G3587446A,G3587446A,C3515467T,C3515467T,C3515467T,C3515467T,C3515467T,,,,C4240897G,A1555979T,C3207290A,C3207290A,,,G1225409A,C2475787T,,,G3564737C,G3564737C,,C152092T,C657425T,,,,,G1801706T,,,,,,,,,G3102133A,G3631160A,,,,,,,,G3879961A,C3619458T,,,,,,,,,C1505806T,C2544466T,G656656A,A705043G,G4050944T,,T2392637C,C952865T
A1731563T,A1731563T,A1731563T,A1731563T,A1731563T,A1731563T,A1731563T,A1731563T,A1731563T,A1731563T,A1731563T,A1731563T,,C1650786T,T3612813C,T3612813C,T3612813C,T3612813C,G3562338T,G3562338T,G3562338T,G3562338T,G3562338T,,,,,G1605202C,G3249411A,G3249411A,,,G1345335A,C2479674T,,,C3646964G,C3646964G,,A397680C,A752141G,,,,,T1862066A,,,,,,,,,C3203058T,T3875222G,,,,,,,,T3904969C,A3685008C,,,,,,,,,G1507920A,G2590122A,C669984T,C708688T,C4134149G,,G2427314C,G971699T
A1739390G,A1739390G,A1739390G,A1739390G,A1739390G,A1739390G,A1739390G,A1739390G,A1739390G,A1739390G,A1739390G,A1739390G,,T1793561G,A3643985C,A3643985C,A3643985C,A3643985C,C3645524T,C3645524T,C3645524T,C3645524T,C3645524T,,,,,C1612704T,C3303669A,C3303669A,,,G1375114A,G2517405A,,,C3917305A,C3917305A,,T1455780C,C811637A,,,,,A2034662G,,,,,,,,,G3203190C,C3876024G,,,,,,,,C4004368T,T3722679C,,,,,,,,,C1509093G,G2614882A,T688558A,G708762T,G4191573T,,G2433547A,G1001257A
T1745446A,T1745446A,T1745446A,T1745446A,T1745446A,T1745446A,T1745446A,T1745446A,T1745446A,T1745446A,T1745446A,T1745446A,,T1878221C,A3704770G,A3704770G,A3704770G,A3704770G,C3656206A,C3656206A,C3656206A,C3656206A,C3656206A,,,,,C1830007A,G3458659A,G3458659A,,,G1414528A,T2531069C,,,G4199739T,G4199739T,,C1889908T,G936189A,,,,,A2371788G,,,,,,,,,G3211311A,C4021272T,,,,,,,,C4063257A,C3785011T,,,,,,,,,C1545472T,T2623603C,T693742C,C721594T,C4235022A,,C2496141T,A1012060G
T1791823C,T1791823C,T1791823C,T1791823C,T1791823C,T1791823C,T1791823C,T1791823C,T1791823C,T1791823C,T1791823C,T1791823C,,C1881090T,G4050811A,G4050811A,G4050811A,G4050811A,C3729342T,C3729342T,C3729342T,C3729342T,C3729342T,,,,,C1889579T,G3567600A,G3567600A,,,C1442492T,G2742591T,,,,G31258T,,C1985573A,C1038677T,,,,,T2380682G,,,,,,,,,G3223234A,G4141953A,,,,,,,,C4103911A,C3821559G,,,,,,,,,A1545720G,C2641813T,T699431G,G724695A,T4235425G,,G2535243A,G1012748A
C1826343T,C1826343T,C1826343T,C1826343T,C1826343T,C1826343T,C1826343T,C1826343T,C1826343T,C1826343T,C1826343T,C1826343T,,T1901171C,G4115890C,G4115890C,G4115890C,G4115890C,A3994101G,A3994101G,A3994101G,A3994101G,A3994101G,,,,,T1894639G,T3629928C,T3629928C,,,A1462270G,C2742996A,,,,G481569A,,G2234084A,G1233285A,,,,,A2461815G,,,,,,,,,G3263130A,G4208487A,,,,,,,,G4222343A,C3874051T,,,,,,,,,T1550945G,T2641828C,C704034G,C725774T,G4241489A,,G2547295A,G1031572A
G1826624A,G1826624A,G1826624A,G1826624A,G1826624A,G1826624A,G1826624A,G1826624A,G1826624A,G1826624A,G1826624A,G1826624A,,C2047343G,G4120390C,G4120390C,G4120390C,G4120390C,A4033711G,A4033711G,A4033711G,A4033711G,A4033711G,,,,,A1939945C,G3727746A,G3727746A,,,C1518165G,G2813075A,,,,G638212T,,T2690427A,C1344964T,,,,,G2470627A,,,,,,,,,G3281523C,G4249012A,,,,,,,,G4337926A,T3925644C,,,,,,,,,C1555432T,G2672906A,G716126A,C726870T,G4281756A,,C2700142A,G1037299C
C1827553G,C1827553G,C1827553G,C1827553G,C1827553G,C1827553G,C1827553G,C1827553G,C1827553G,C1827553G,C1827553G,C1827553G,,C2119323T,G4186678A,G4186678A,G4186678A,G4186678A,C4096636T,C4096636T,C4096636T,C4096636T,C4096636T,,,,,A2067164G,A4047967C,A4047967C,,,T1554087G,C2834601T,,,,C664791T,,C2712128T,G1880850A,,,,,G2844689C,,,,,,,,,C3383749T,C4266036G,,,,,,,,,C3931072T,,,,,,,,,C1585032T,C2710422T,A718229G,C740285T,C4402976T,,G2701538A,A1047661C
G1832642T,G1832642T,G1832642T,G1832642T,G1832642T,G1832642T,G1832642T,G1832642T,G1832642T,G1832642T,G1832642T,G1832642T,,C2146523T,G4189210T,G4189210T,G4189210T,G4189210T,C4195799A,C4195799A,C4195799A,C4195799A,C4195799A,,,,,G2194324A,C4051716T,C4051716T,,,T1654031C,T2880480G,,,,C870187T,,G3007524A,T2153246G,,,,,G2871911A,,,,,,,,,G3861821A,G4392120A,,,,,,,,,C3972803T,,,,,,,,,G1591039A,G2819183A,A719387C,G742270T,T4408457C,,C2701977T,C1067386T
G1839329A,G1839329A,G1839329A,G1839329A,G1839329A,G1839329A,G1839329A,G1839329A,G1839329A,G1839329A,G1839329A,G1839329A,,C2200042T,C4359653T,C4359653T,C4359653T,C4359653T,C4222131T,C4222131T,C4222131T,C4222131T,C4222131T,,,,,T2220309G,C4229087T,C4229087T,,,C1701477G,C2956731T,,,,C893653A,,A3117588C,G2156847A,,,,,G3095606A,,,,,,,,,G4006527A,,,,,,,,,,G3985375A,,,,,,,,,C1601722T,C2835261T,C732691G,C745777A,,,C2714317T,G1067609A
C1853974T,C1853974T,C1853974T,C1853974T,C1853974T,C1853974T,C1853974T,C1853974T,C1853974T,C1853974T,C1853974T,C1853974T,,G2239156T,,C135329T,C135329T,G154990T,C4226275T,C4226275T,C4226275T,C4226275T,C4226275T,,,,,G2242615A,T4270835C,T4270835C,,,G1877862T,C2986216T,,,,C899319G,,A3259272C,T2428471C,,,,,G3524903A,,,,,,,,,C4153422A,,,,,,,,,,C4090418T,,,,,,,,,T1603637C,G2854864A,C737363A,C755470T,,,C2735139T,C1071539T
G1873954T,G1873954T,G1873954T,G1873954T,G1873954T,G1873954T,G1873954T,G1873954T,G1873954T,G1873954T,G1873954T,G1873954T,,A2319843G,,C163705T,C163705T,A163940G,G4242075A,G4242075A,G4242075A,G4242075A,G4242075A,,,,,C2352142T,C4292305T,C4292305T,,,C1924484T,G2990775A,,,,A1017867G,,C3579166G,G2923264A,,,,,C3717205T,,,,,,,,,G4311329A,,,,,,,,,,G4231674A,,,,,,,,,C1611024T,C2871717T,C741333A,G758571A,,,G2741028A,C1074474T
C1886263G,C1886263G,C1886263G,C1886263G,C1886263G,C1886263G,C1886263G,C1886263G,C1886263G,C1886263G,C1886263G,C1886263G,,G2321583A,,C215977T,C215977T,G239733T,G4292941A,G4292941A,G4292941A,G4292941A,G4292941A,,,,,C2461053A,,C58479A,,,G2010396C,G3072437A,,,,C1115796A,,C3699068T,C3141827G,,,,,C3849867T,,,,,,,,,C4339927T,,,,,,,,,,G4251810A,,,,,,,,,G1649265A,C2886640G,T746166G,G775611T,,,G2799248T,C1081629T
G1887284A,G1887284A,G1887284A,G1887284A,G1887284A,G1887284A,G1887284A,G1887284A,G1887284A,G1887284A,G1887284A,G1887284A,,C2346763A,,C533547G,C533547G,G346693T,T4301870C,T4301870C,T4301870C,T4301870C,T4301870C,,,,,G2560539A,,C101691A,,,G2192959A,T3137917C,,,,C1156962T,,G4385099A,G3416734A,,,,,G3883226A,,,,,,,,,,,,,,,,,,,C4268573T,,,,,,,,,C1658030T,G2891366A,C752014T,G822260A,,,A2808328C,C1085567T
G1902156A,G1902156A,G1902156A,G1902156A,G1902156A,G1902156A,G1902156A,G1902156A,G1902156A,G1902156A,G1902156A,G1902156A,,G2411810A,,A1906078G,A1906078G,G449194A,G4305243A,G4305243A,G4305243A,G4305243A,G4305243A,,,,,A2713528C,,C286300A,,,G2484215C,A3141630C,,,,G1526839A,,C4391753T,G3497369A,,,,,T4005862C,,,,,,,,,,,,,,,,,,,C4314614T,,,,,,,,,G1669296A,G2927864A,A764013C,T936869G,,,C2889358T,C1099228T
C1907177T,C1907177T,C1907177T,C1907177T,C1907177T,C1907177T,C1907177T,C1907177T,C1907177T,C1907177T,C1907177T,C1907177T,,C2442398T,,C2078246G,C2078246G,C716025T,G4328492A,G4328492A,G4328492A,G4328492A,G4328492A,,,,,C2820603T,,G356009A,,,G2524666A,C3143729T,,,,C1548127G,,,C3694373T,,,,,C4045645T,,,,,,,,,,,,,,,,,,,C4376781T,,,,,,,,,C1678639G,G2984105A,T771378C,C941719T,,,G2893923A,C1125468T
G1923985A,G1923985A,G1923985A,G1923985A,G1923985A,G1923985A,G1923985A,G1923985A,G1923985A,G1923985A,G1923985A,G1923985A,,C2459699T,,T2825581G,T2825581G,C917596A,C4396495A,C4396495A,C4396495A,C4396495A,C4396495A,,,,,C2847933T,,C505681T,,,C2596354T,G3217010T,,,,A1652216G,,,T3867973C,,,,,G4084599T,,,,,,,,,,,,,,,,,,,G4384820A,,,,,,,,,C1686414T,T3016608G,C774301T,C943868T,,,T2899273C,A1131309G
G1940307T,G1940307T,G1940307T,G1940307T,G1940307T,G1940307T,G1940307T,G1940307T,G1940307T,G1940307T,G1940307T,G1940307T,,G2484526C,,T3412611C,T3412611C,C994382T,,T85985C,C34605A,C34605A,C34605A,,,,,C3041098G,,G659098A,,,G2640369A,G3309473A,,,,G1660440A,,,C4298106A,,,,,G4137657A,,,,,,,,,,,,,,,,,,,,,,,,,,,,C1686737T,C3029360T,C776202G,T958925G,,,G2990241T,A1139698G
