Sample_id,MixInfect,bayesian,Demixer,0,avg,long_bar,mean,,,,,,,,,,
ERR323097,Non-mix,Non-mix,Non-Mix,low,0.08,449,0.075,3.1.1,,,,,1,,,,
ERR323098,Non-Mix,Non-mix,Non-Mix,high,0.12,212,0.122672065,4.3.4.2.1,,,,,1,,,,
ERR323099,Non-Mix,Non-mix,Non-Mix,low,0.08,390,0.07377665,3,,,,,1,,,,
ERR323100,Non-mix,Non-mix,Non-Mix,medium,0.06,369,0.078118808,4.1.2,,,,,1,,,,
ERR323101,Non-Mix,Non-mix,Non-Mix,medium,0.09,364,0.060357143,4.3.4.1,,,,,1,,,,
ERR323105,Non-Mix,Non-mix,Non-Mix,low,0.04,407,0.050404009,4.3.3,,,,,1,,,,
ERR323106,Non-Mix,Non-mix,Non-Mix,medium,0.12,249,0.077135678,1.1.2,,,,,1,,,,
ERR323109,Non-Mix,Non-mix,Non-Mix,medium,0.1,344,0.065407247,4.3.4.2.1,,,,,1,,,,
ERR323110,Non-mix,Non-mix,Non-Mix,medium,0.12,281,0.100703047,4.1.2,,,,,1,,,,
ERR323111,Non-Mix,Non-mix,Non-Mix,medium,0.11,333,0.088571429,1.2.2,,,,,1,,,,
ERR323112,Non-mix,Non-mix,Non-Mix,medium,0.08,352,0.066934169,4.3.3,,,,,1,,,,
ERR323113,Non-mix,Non-mix,Non-Mix,low,0.03,421,0.058205128,4.3.4.2.1,,,,,1,,,,
ERR323116,Non-mix,Non-mix,Non-Mix,low,0.08,410,0.070614496,4.3.4.2.1,,,,,1,,,,
ERR323117,Non-Mix,Non-mix,Non-Mix,low,0.09,422,0.057908897,4.3.4.2.1,,,,,1,,,,
ERR323118,Non-Mix,Non-mix,Non-Mix,medium,0.12,234,0.121007752,4.3.3,,,,,1,,,,
ERR323119,Non-Mix,Non-mix,Non-Mix,medium,0.1,294,0.101101774,2.2.1,,,,,1,,,,
ERR473280,Non-Mix,Non-mix,Non-Mix,medium,0.1,238,0.084347826,4.3.4.2.1,,,,,1,,,,
ERR473281,Non-Mix,Non-mix,Non-Mix,high,0.1,201,0.107417582,4.3.4.2.1,,,,,1,,,,
ERR473282,Non-Mix,Non-mix,Non-Mix,high,0.1,208,0.087457507,1.1.2,,,,,1,,,,
ERR473283,Non-Mix,Non-mix,Non-Mix,medium,0.08,280,0.081252791,2.2.1,,,,,1,,,,
ERR473285,Non-Mix,Non-mix,Non-Mix,high,0.11,206,0.101224388,4.3.4.2.1,,,,,1,,,,
ERR473287,Non-Mix,Non-mix,Non-Mix,high,0.11,187,0.101552795,4.3.4.2.1,,,,,1,,,,
ERR473288,Non-Mix,Non-mix,Non-Mix,medium,0.12,226,0.099193548,4.3.4.2.1,,,,,1,,,,
ERR473289,Non-Mix,Non-mix,Non-Mix,medium,0.09,225,0.096745366,4.3.4.2.1,,,,,1,,,,
ERR473290,Non-Mix,Non-mix,Non-Mix,medium,0.09,251,0.095183983,4.3.4.2.1,,,,,1,,,,
ERR473291,Non-Mix,Non-mix,Non-Mix,medium,0.11,234,0.097189089,4.3.4.2.1,,,,,1,,,,
ERR473292,Non-Mix,Non-mix,Non-Mix,high,0.11,177,0.110735903,4.3.4.2.1,,,,,1,,,,
ERR473293,Non-Mix,Non-mix,Non-Mix,medium,0.11,271,0.0912127,4.3.4.2.1,,,,,1,,,,
ERR473294,Non-Mix,Non-mix,Non-Mix,high,0.12,199,0.092325228,4.3.4.2.1,,,,,1,,,,
ERR473295,Non-Mix,Non-mix,Non-Mix,medium,0.08,285,0.090384615,4.1.2,,,,,1,,,,
ERR473296,Non-mix,Non-mix,Non-Mix,medium,0.1,223,0.097537415,4.3.3,,,,,1,,,,
ERR473297,Non-Mix,Non-mix,Non-Mix,medium,0.1,272,0.093780488,1.2.2,,,,,1,,,,
ERR473298,Non-Mix,Non-mix,Non-Mix,high,0.13,120,0.127370948,4.6,,,,,1,,,,
ERR473299,Non-Mix,Non-mix,Non-Mix,medium,0.09,239,0.085148102,1.1.3.2,,,,,1,,,,
ERR473300,Non-Mix,Non-mix,Non-Mix,high,0.11,184,0.111177794,4.6.1.1,,,,,1,,,,
ERR473301,Non-Mix,Non-mix,Non-Mix,medium,0.09,218,0.094206186,4.3.4.2.1,,,,,1,,,,
ERR473302,Non-Mix,Non-mix,Non-Mix,medium,0.09,228,0.094481982,4.3.4.2.1,,,,,1,,,,
ERR473305,Non-Mix,Non-mix,Non-Mix,medium,0.1,265,0.085799133,1.1.2,,,,,1,,,,
ERR473306,Non-Mix,Non-mix,Non-Mix,high,0.1,184,0.110878199,4.6,,,,,1,,,,
ERR473307,Non-mix,Non-mix,Non-Mix,high,0.13,149,0.119480519,4.1.2,,,,,1,,,,
ERR473308,Non-Mix,Non-mix,Non-Mix,high,0.12,165,0.114183048,4.3.4.2.1,,,,,1,,,,
ERR473309,Non-Mix,Non-mix,Non-Mix,high,0.11,195,0.106666667,4.3.4.2.1,,,,,1,,,,
ERR473310,Non-Mix,Non-mix,Non-Mix,high,0.11,195,0.086711437,4.3.4.2.1,,,,,1,,,,
ERR473312,Non-Mix,Non-mix,Non-Mix,medium,0.09,227,0.103417448,4.3.4.2.1,,,,,1,,,,
ERR473313,Non-Mix,Non-mix,Non-Mix,high,0.09,184,0.092297872,4.3.4.2.1,,,,,1,,,,
ERR473316,Non-Mix,Non-mix,Non-Mix,high,0.12,189,0.112790698,4.3.4.2.1,,,,,1,,,,
ERR473317,Non-Mix,Non-mix,Non-Mix,high,0.11,207,0.1025,4.3.4.2.1,,,,,1,,,,
ERR473319,Non-Mix,Non-mix,Non-Mix,high,0.1,203,0.105852127,4.3.4.2.1,,,,,1,,,,
ERR473320,Non-Mix,Non-mix,Non-Mix,medium,0.11,295,0.08398854,1.1.2,,,,,1,,,,
ERR473321,Non-Mix,Non-mix,Non-Mix,high,0.12,163,0.114742547,4.3.4.2.1,,,,,1,,,,
ERR473322,Mix,Mix,Mix,low,0.12,154,0.115910165,4.1.1.3,4.1.2,,,,0.28,0.72,,,
ERR473325,Non-Mix,Non-mix,Non-Mix,high,0.12,211,0.108920491,4.3.4.2.1,,,,,1,,,,
ERR473326,Non-Mix,Non-mix,Non-Mix,high,0.11,211,0.101219512,2.2,,,,,1,,,,
ERR473327,Non-Mix,Non-mix,Non-Mix,high,0.12,138,0.114741935,4.3.3,,,,,1,,,,
ERR473328,Non-Mix,Non-mix,Non-Mix,high,0.12,191,0.099527931,4.3.4.2.1,,,,,1,,,,
ERR473329,Non-Mix,Non-mix,Non-Mix,high,0.12,177,0.108380202,4.3.4.2.1,,,,,1,,,,
ERR473331,Non-Mix,Non-mix,Non-Mix,high,0.12,171,0.095883273,3,,,,,1,,,,
ERR473336,Non-mix,Non-mix,Non-Mix,medium,0.08,251,0.09846729,4.1.2,,,,,1,,,,
ERR473338,Non-Mix,Non-mix,Non-Mix,medium,0.09,257,0.099253731,4.3.4.2.1,,,,,1,,,,
ERR473339,Non-Mix,Non-mix,Non-Mix,high,0.11,193,0.10260989,4.3.4.2.1,,,,,1,,,,
ERR473340,Mix,Non-mix,Non-Mix,high,0.21,25,0.20212766,1.1.2,,,,,1,,,,
ERR473341,Non-Mix,Non-mix,Non-Mix,high,0.27,18,0.239844961,4.1.1.3,,,,,1,,,,
ERR473342,Non-Mix,Non-mix,Non-Mix,high,0.1,206,0.103777606,4.3.4.2.1,,,,,1,,,,
ERR473343,Non-Mix,Non-mix,Non-Mix,high,0.1,199,0.105900417,3.1.1,,,,,1,,,,
ERR473344,Non-Mix,Non-mix,Non-Mix,medium,0.11,274,0.089981618,4.1.2,,,,,1,,,,
ERR473345,Non-Mix,Non-mix,Non-Mix,medium,0.09,227,0.083897059,1.1.3.2,,,,,1,,,,
ERR473348,Non-Mix,Non-mix,Non-Mix,high,0.11,209,0.105994648,4.1.1.3,,,,,1,,,,
ERR473349,Non-Mix,Non-mix,Non-Mix,medium,0.09,229,0.093874698,1.1.3.2,,,,,1,,,,
ERR473350,Non-Mix,Non-mix,Non-Mix,high,0.1,216,0.08484212,4.3.4.2.1,,,,,1,,,,
ERR473351,Non-Mix,Non-mix,Non-Mix,medium,0.09,252,0.083087211,4.1.2,,,,,1,,,,
ERR473353,Non-mix,Non-mix,Non-Mix,high,0.09,215,0.092058824,1.1.2,,,,,1,,,,
ERR473354,Non-Mix,Non-mix,Non-Mix,high,0.11,186,0.107787611,4.3.4.2.1,,,,,1,,,,
ERR473355,Non-Mix,Non-mix,Non-Mix,high,0.12,200,0.109957983,4.3.4.2.1,,,,,1,,,,
ERR473356,Non-mix,Non-mix,Non-Mix,high,0.1,191,0.086267166,4.3.4.2.1,,,,,1,,,,
ERR473358,Non-Mix,Non-mix,Non-Mix,medium,0.08,259,0.078801344,4.3.4.2.1,,,,,1,,,,
ERR473359,Mix,Mix,Mix,medium,0.45,343,0.435227273,3.1.1,4.3.4.2.1,,,,0.48,0.52,,,
ERR473360,Non-mix,Non-mix,Non-Mix,medium,0.1,223,0.102941176,4.1.2,,,,,1,,,,
ERR473362,Non-Mix,Non-mix,Non-Mix,high,0.09,201,0.102981366,4.3.4.2.1,,,,,1,,,,
ERR473363,Non-Mix,Non-mix,Non-Mix,medium,0.1,224,0.103898421,4.3.4.2.1,,,,,1,,,,
ERR473364,Non-Mix,Non-mix,Non-Mix,medium,0.08,255,0.088759833,4.3.4.2.1,,,,,1,,,,
ERR473365,Non-Mix,Non-mix,Non-Mix,medium,0.11,261,0.097611876,4.3.4.2.1,,,,,1,,,,
ERR473368,Non-Mix,Non-mix,Non-Mix,high,0.12,167,0.110720423,4.3.4.1,,,,,1,,,,
ERR473369,Non-Mix,Non-mix,Non-Mix,medium,0.11,220,0.102512638,4.1.2,,,,,1,,,,
ERR485007,Non-Mix,Non-mix,Non-Mix,medium,0.08,256,0.0766357,4.3.4.2.1,,,,,1,,,,
ERR736803,Non-mix,Non-mix,Non-Mix,low,0.06,403,0.054620969,4.4.1.1,,,,,1,,,,
ERR736805,Non-Mix,Non-mix,Non-Mix,high,0.21,19,0.155058824,2.2.1,,,,,1,,,,
ERR736806,Non-Mix,Non-mix,Non-Mix,low,0.06,375,0.057386658,4.3.4.2.1,,,,,1,,,,
ERR736807,Non-mix,Non-mix,Non-Mix,medium,0.06,369,0.061305732,1.2.2,,,,,1,,,,
ERR736808,Non-mix,Non-mix,Non-Mix,medium,0.07,273,0.069276148,2.2.1,,,,,1,,,,
ERR736809,Non-Mix,Non-mix,Non-Mix,low,0.05,374,0.045431113,1.1.3.2,,,,,1,,,,
ERR736810,Non-mix,Non-mix,Non-Mix,medium,0.06,365,0.058256996,4.3.4.2.1,,,,,1,,,,
ERR736812,Non-Mix,Non-mix,Non-Mix,medium,0.06,271,0.071876502,4.1.2,,,,,1,,,,
ERR736815,Non-mix,Non-mix,Non-Mix,medium,0.05,345,0.05393401,3.1.1,,,,,1,,,,
ERR736821,Non-mix,Non-mix,Non-Mix,medium,0.06,313,0.04769636,1.1.3.2,,,,,1,,,,
ERR736822,Non-Mix,Non-mix,Mix,low,0.32,10,0.290845684,4.4.1.1,4.4.1.2,,,,0.44,0.56,,,
ERR736826,Non-Mix,Non-mix,Non-Mix,medium,0.07,332,0.057337689,4.3.4.2.1,,,,,1,,,,
ERR736827,Non-mix,Non-mix,Non-Mix,low,0.05,389,0.05674705,1.1.2,,,,,1,,,,
ERR736828,Non-Mix,Non-mix,Non-Mix,low,0.05,385,0.057981967,1.1.2,,,,,1,,,,
ERR736829,Non-Mix,Non-mix,Non-Mix,medium,0.06,282,0.065805556,4.3.4.1,,,,,1,,,,
ERR736830,Non-Mix,Non-mix,Non-Mix,low,0.06,421,0.061774194,4.1.1.3,,,,,1,,,,
ERR736832,Non-Mix,Non-mix,Non-Mix,medium,0.06,351,0.055650724,4.3.4.2.1,,,,,1,,,,
ERR736836,Non-Mix,Non-mix,Non-Mix,low,0.07,387,0.06450469,4.3.4.2.1,,,,,1,,,,
ERR736838,Non-Mix,Non-mix,Non-Mix,medium,0.06,330,0.048307699,3.1.1,,,,,1,,,,
ERR736840,Non-Mix,Non-mix,Non-Mix,low,0.05,382,0.05873706,4.9.1,,,,,1,,,,
ERR736841,Non-Mix,Non-mix,Non-Mix,low,0.06,394,0.05398779,4.3.4.2.1,,,,,1,,,,
ERR736842,Non-Mix,Non-mix,Non-Mix,medium,0.06,358,0.059863729,4.3.4.2.1,,,,,1,,,,
ERR736843,Non-Mix,Non-mix,Non-Mix,low,0.06,398,0.061147958,3.1.1,,,,,1,,,,
ERR736844,Non-Mix,Non-mix,Non-Mix,medium,0.06,319,0.060695946,1.1.2,,,,,1,,,,
ERR736845,Non-Mix,Non-mix,Non-Mix,medium,0.06,340,0.055326087,3.1.1,,,,,1,,,,
ERR736846,Non-Mix,Non-mix,Non-Mix,medium,0.05,370,0.056047392,4.3.4.2.1,,,,,1,,,,
ERR736849,Non-Mix,Non-mix,Non-Mix,medium,0.05,363,0.052860183,4.3.4.1,,,,,1,,,,
ERR736851,Non-Mix,Non-mix,Non-Mix,medium,0.06,299,0.055629276,4.3.4.2.1,,,,,1,,,,
ERR736852,Non-Mix,Non-mix,Non-Mix,medium,0.05,309,0.048206388,3,,,,,1,,,,
ERR736853,Non-Mix,Non-mix,Non-Mix,medium,0.06,347,0.05303271,4.1.2,,,,,1,,,,
ERR736854,Non-Mix,Non-mix,Non-Mix,medium,0.05,360,0.054445561,4.3.3,,,,,1,,,,
ERR736855,Non-Mix,Non-mix,Non-Mix,medium,0.05,344,0.055902522,4.3.4.2.1,,,,,1,,,,
ERR736857,Non-Mix,Non-mix,Non-Mix,medium,0.06,363,0.053287076,4.3.4.2.1,,,,,1,,,,
ERR736858,Non-Mix,Non-mix,Non-Mix,medium,0.06,323,0.052809047,3.1.1,,,,,1,,,,
ERR736860,Non-Mix,Non-mix,Non-Mix,medium,0.05,308,0.052454373,1.1.3.2,,,,,1,,,,
ERR736861,Non-Mix,Non-mix,Non-Mix,medium,0.06,361,0.060724508,3.1.1,,,,,1,,,,
ERR736862,Non-Mix,Non-mix,Non-Mix,low,0.05,397,0.059575429,4.3.4.2.1,,,,,1,,,,
ERR736864,Non-Mix,Non-mix,Non-Mix,low,0.05,373,0.047121497,3.1.1,,,,,1,,,,
ERR736866,Non-Mix,Non-mix,Non-Mix,low,0.06,382,0.064445212,1.1.3.2,,,,,1,,,,
ERR736868,Non-Mix,Non-mix,Non-Mix,medium,0.06,340,0.059068843,1.1.3.2,,,,,1,,,,
ERR736869,Non-Mix,Non-mix,Non-Mix,medium,0.07,364,0.063023552,1.1.2,,,,,1,,,,
ERR736870,Non-Mix,Non-mix,Non-Mix,low,0.05,382,0.05671765,4.3.4.1,,,,,1,,,,
ERR736873,Non-Mix,Non-mix,Non-Mix,medium,0.05,317,0.046715928,4.1.2,,,,,1,,,,
ERR736876,Non-Mix,Non-mix,Non-Mix,low,0.06,385,0.061121125,4.3.4.2.1,,,,,1,,,,
ERR736877,Non-Mix,Non-mix,Non-Mix,medium,0.07,304,0.067560469,3.1.1,,,,,1,,,,
ERR736878,Non-Mix,Non-mix,Non-Mix,low,0.05,404,0.061218638,3.1.1,,,,,1,,,,
ERR736879,Non-Mix,Non-mix,Non-Mix,medium,0.07,231,0.079953369,1.1.3.2,,,,,1,,,,
ERR736880,Non-Mix,Non-mix,Non-Mix,low,0.05,418,0.055803571,4.3.3,,,,,1,,,,
ERR736881,Non-Mix,Non-mix,Non-Mix,medium,0.05,342,0.044918648,3,,,,,1,,,,
ERR736882,Non-Mix,Non-mix,Non-Mix,low,0.05,410,0.058141638,4.3.4.2.1,,,,,1,,,,
ERR773786,Non-Mix,Non-mix,Non-Mix,medium,0.09,323,0.093442623,3.1.1,,,,,1,,,,
ERR773787,Non-Mix,Non-mix,Non-Mix,medium,0.11,312,0.092436975,4,,,,,1,,,,
ERR773788,Non-Mix,Non-mix,Non-Mix,low,0.12,375,0.086842105,4.1.2,,,,,1,,,,
ERR773789,Non-Mix,Non-mix,Non-Mix,medium,0.11,332,0.081464124,1.1.3.2,,,,,1,,,,
ERR773790,Non-Mix,Non-mix,Non-Mix,medium,0.09,361,0.079289385,3,,,,,1,,,,
ERR773791,Non-Mix,Non-mix,Non-Mix,medium,0.1,294,0.099136167,4.3.4.2.1,,,,,1,,,,
ERR773792,Non-Mix,Non-mix,Non-Mix,medium,0.08,325,0.088267526,2.2.1,,,,,1,,,,
ERR773793,Non-Mix,Non-mix,Non-Mix,medium,0.1,363,0.081559527,1.1.3.2,,,,,1,,,,
ERR773794,Non-Mix,Non-mix,Non-Mix,medium,0.08,308,0.089741907,4.3.4.2.1,,,,,1,,,,
ERR773795,Non-Mix,Non-mix,Non-Mix,medium,0.11,308,0.096436259,4.3.4.2.1,,,,,1,,,,
ERR773796,Non-Mix,Non-mix,Non-Mix,medium,0.09,303,0.093691706,4.3.4.2.1,,,,,1,,,,
ERR773797,Non-Mix,Non-mix,Non-Mix,medium,0.12,300,0.096910418,4.3.4.2.1,,,,,1,,,,
ERR773798,Non-Mix,Non-mix,Non-Mix,medium,0.09,280,0.07594734,4.3.4.2.1,,,,,1,,,,
ERR773800,Non-Mix,Non-mix,Non-Mix,medium,0.09,338,0.083188854,1.1.3.2,,,,,1,,,,
ERR773801,Non-Mix,Non-mix,Non-Mix,medium,0.1,318,0.089915966,4.3.4.1,,,,,1,,,,
ERR773802,Non-Mix,Non-mix,Non-Mix,medium,0.12,370,0.076552673,1.2.2,,,,,1,,,,
ERR773803,Non-Mix,Non-mix,Non-Mix,medium,0.1,277,0.079428904,4.3.4.1,,,,,1,,,,
ERR773805,Non-Mix,Non-mix,Non-Mix,medium,0.11,268,0.082363977,4.3.4.2.1,,,,,1,,,,
ERR773806,Mix,Mix,Mix,low,0.26,29,0.240042251,2.2.1,4.4.1.2,,,,0.98,0.02,,,
ERR773807,Non-Mix,Non-mix,Non-Mix,medium,0.11,339,0.09021843,2.2.1,,,,,1,,,,
ERR773808,Non-Mix,Non-mix,Non-Mix,medium,0.12,331,0.094628099,4.3.4.1,,,,,1,,,,
ERR773809,Non-Mix,Non-mix,Non-Mix,medium,0.09,330,0.088465836,4.1.2,,,,,1,,,,
ERR773810,Non-Mix,Non-mix,Non-Mix,medium,0.08,290,0.095255643,1.1.3.2,,,,,1,,,,
ERR779651,Non-Mix,Non-mix,Non-Mix,medium,0.12,249,0.077481789,4.6,,,,,1,,,,
ERR779652,Non-Mix,Non-mix,Non-Mix,medium,0.1,305,0.096551724,4.1.2,,,,,1,,,,
ERR779653,Non-Mix,Non-mix,Non-Mix,medium,0.08,291,0.089710696,4.6.1.2,,,,,1,,,,
ERR779654,Non-Mix,Non-mix,Non-Mix,medium,0.09,290,0.097159926,4.3.4.2.1,,,,,1,,,,
ERR779655,Non-Mix,Non-mix,Non-Mix,medium,0.11,297,0.088311688,4.3.4.2.1,,,,,1,,,,
ERR779656,Non-Mix,Non-mix,Non-Mix,medium,0.1,333,0.080279454,1.1.3.2,,,,,1,,,,
ERR779657,Non-Mix,Non-mix,Non-Mix,medium,0.09,371,0.078152368,1.1.3.2,,,,,1,,,,
ERR779658,Non-Mix,Non-mix,Non-Mix,medium,0.08,295,0.067759197,4.3.4.1,,,,,1,,,,
ERR779659,Non-Mix,Non-mix,Non-Mix,medium,0.11,278,0.095057788,3.1.1,,,,,1,,,,
ERR779660,Non-Mix,Non-mix,Non-Mix,medium,0.11,290,0.099872052,1.1.3.2,,,,,1,,,,
ERR779661,Non-Mix,Non-mix,Non-Mix,medium,0.11,220,0.095918177,4.3.4.2.1,,,,,1,,,,
ERR779662,Non-Mix,Non-mix,Non-Mix,medium,0.1,248,0.102671696,3.1.1,,,,,1,,,,
ERR779663,Non-Mix,Non-mix,Non-Mix,medium,0.08,272,0.093740053,4.3.4.2.1,,,,,1,,,,
ERR779664,Non-Mix,Non-mix,Non-Mix,medium,0.09,315,0.078738653,1.2.2.1,,,,,1,,,,
ERR779665,Non-Mix,Non-mix,Non-Mix,medium,0.11,317,0.092922047,4.3.4.2.1,,,,,1,,,,
ERR779666,Non-Mix,Non-mix,Non-Mix,medium,0.1,273,0.082789004,4.3.4.2.1,,,,,1,,,,
ERR779667,Non-Mix,Non-mix,Non-Mix,medium,0.09,283,0.08816015,4.1.1.3,,,,,1,,,,
ERR779668,Non-Mix,Non-mix,Non-Mix,medium,0.09,250,0.097787611,4.1.2,,,,,1,,,,
ERR779669,Non-Mix,Non-mix,Non-Mix,medium,0.09,255,0.093401646,4.9.1,,,,,1,,,,
ERR779670,Non-Mix,Non-mix,Non-Mix,medium,0.1,282,0.097529354,4.1.2,,,,,1,,,,
ERR779671,Non-Mix,Non-mix,Non-Mix,medium,0.09,248,0.088235294,4.3.4.2.1,,,,,1,,,,
ERR779672,Non-Mix,Non-mix,Non-Mix,medium,0.12,296,0.089011438,4.3.4.2.1,,,,,1,,,,
ERR779673,Non-Mix,Non-mix,Non-Mix,medium,0.12,280,0.092590361,4.1.2,,,,,1,,,,
ERR779674,Non-Mix,Non-mix,Non-Mix,medium,0.11,273,0.096909705,4.3.4.2.1,,,,,1,,,,
ERR779675,Non-Mix,Non-mix,Non-Mix,medium,0.11,338,0.086734694,4.1.1.3,,,,,1,,,,
ERR779676,Non-Mix,Non-mix,Non-Mix,medium,0.09,268,0.096551724,4.3.4.2.1,,,,,1,,,,
ERR779677,Non-Mix,Non-mix,Non-Mix,medium,0.1,250,0.091436218,4.3.4.2.1,,,,,1,,,,
ERR779678,Non-Mix,Non-mix,Non-Mix,medium,0.1,292,0.098741259,4.3.4.2.1,,,,,1,,,,
ERR779679,Non-Mix,Non-mix,Non-Mix,medium,0.12,323,0.08179803,1.2.2,,,,,1,,,,
ERR779680,Non-Mix,Non-mix,Non-Mix,high,0.12,212,0.113251232,4.3.4.2.1,,,,,1,,,,
ERR036186,Non-Mix,Non-mix,Mix,medium,0.14,332,0.134181551,2.2.1,4,,,,0.97,0.03,,,
ERR036187,Non-Mix,Non-mix,Non-Mix,medium,0.17,348,0.126270158,4.3.4.1,,,,,1,,,,
ERR036188,Non-Mix,Non-mix,Non-Mix,medium,0.14,298,0.131245225,4.3.4.2.1,,,,,1,,,,
ERR036189,Non-mix,Non-mix,Non-Mix,low,0.03,390,0.037205567,4.3.4.2.1,,,,,1,,,,
ERR036190,Non-Mix,Non-mix,Non-Mix,medium,0.16,363,0.118897638,4.3.2.1,,,,,1,,,,
ERR036191,Non-mix,Non-mix,Non-Mix,medium,0.17,351,0.120489796,4.9.1,,,,,1,,,,
ERR036192,Non-Mix,Non-mix,Non-Mix,low,0.12,375,0.116896156,4.3.4.2.1,,,,,1,,,,
ERR036193,Non-Mix,Non-mix,Mix,medium,0.11,340,0.130683888,3.1.1,4,,,,0.94,0.06,,,
ERR036194,Mix,Non-mix,Non-Mix,high,0.21,124,0.2,4.6.1.2,,,,,1,,,,
ERR036195,Non-mix,Non-mix,Mix,high,0.14,395,0.126086957,3,4,,,,0.94,0.06,,,
ERR036196,Non-Mix,Non-mix,Non-Mix,medium,0.19,334,0.121210354,4.3.4.1,,,,,1,,,,
ERR036197,Non-Mix,Non-mix,Non-Mix,medium,0.12,324,0.129770469,4.3.4.2.1,,,,,1,,,,
ERR036199,Non-Mix,Non-mix,Non-Mix,medium,0.14,299,0.132133049,4.3.4.2.1,,,,,1,,,,
ERR036200,Non-Mix,Non-mix,Non-Mix,medium,0.14,318,0.126417112,4.1.2,,,,,1,,,,
ERR036201,Non-Mix,Non-mix,Non-Mix,medium,0.15,293,0.177721819,1.1.3.2,,,,,1,,,,
ERR036202,Non-Mix,Non-mix,Non-Mix,low,0.11,379,0.115686275,4.3.4.2.1,,,,,1,,,,
ERR036203,Non-Mix,Non-mix,Non-Mix,medium,0.16,285,0.0989819,4.3.4.2.1,,,,,1,,,,
ERR036204,Non-Mix,Non-mix,Non-Mix,medium,0.12,269,0.101619048,4.8,,,,,1,,,,
ERR036205,Non-Mix,Non-mix,Mix,medium,0.19,246,0.148732943,4.4.1.1,4.4.1.2,,,,0.49,0.51,,,
ERR036206,Non-Mix,Non-mix,Non-Mix,low,0.14,385,0.111946061,4.3.4.2.1,,,,,1,,,,
ERR036208,Non-Mix,Non-mix,Non-Mix,medium,0.12,300,0.144939082,4.3.4.2,,,,,1,,,,
ERR036209,Non-Mix,Non-mix,Mix,medium,0.19,320,0.139346035,3,4,,,,0.95,0.05,,,
ERR036210,Non-Mix,Non-mix,Mix,medium,0.16,303,0.114285714,3.1.1,4,,,,0.94,0.06,,,
ERR036212,Non-Mix,Non-mix,Non-Mix,low,0.14,372,0.123762376,4.3.4.2.1,,,,,1,,,,
ERR036213,Non-Mix,Non-mix,Non-Mix,medium,0.16,340,0.12745098,1.1.3.2,,,,,1,,,,
ERR036214,Non-Mix,Non-mix,Non-Mix,medium,0.14,360,0.111912442,4.3.4.2.1,,,,,1,,,,
ERR036215,Non-Mix,Non-mix,Non-Mix,high,0.26,59,0.260526316,4.8,,,,,1,,,,
ERR036216,Non-Mix,Non-mix,Mix,medium,0.15,348,0.128070175,3.1.1,4,,,,0.94,0.06,,,
ERR036217,Non-mix,Non-mix,Non-Mix,medium,0.16,304,0.139438996,1.1.3.2,,,,,1,,,,
ERR036218,Non-Mix,Non-mix,Mix,medium,0.15,307,0.141618497,3.1.1,4,,,,0.94,0.06,,,
ERR036219,Non-mix,Non-mix,Non-Mix,medium,0.14,362,0.124864469,4.9.1,,,,,1,,,,
ERR036220,Non-Mix,Non-mix,Non-Mix,medium,0.13,308,0.092540984,4.3.4.2.1,,,,,1,,,,
ERR036221,Non-Mix,Non-mix,Non-Mix,medium,0.18,306,0.142097297,4.1.1.3,,,,,1,,,,
ERR036222,Non-Mix,Non-mix,Non-Mix,medium,0.12,334,0.131809997,1.1.3.2,,,,,1,,,,
ERR036223,Non-Mix,Non-mix,Mix,medium,0.14,358,0.111338509,1.2.2.1,4,,,,0.99,0.01,,,
ERR036225,Non-Mix,Non-mix,Non-Mix,medium,0.14,302,0.143243243,4.3.4.2.1,,,,,1,,,,
ERR036226,Non-Mix,Non-mix,Non-Mix,medium,0.15,320,0.124125398,4.3.4.2.1,,,,,1,,,,
ERR036227,Non-Mix,Non-mix,Non-Mix,medium,0.15,306,0.130042553,4,,,,,1,,,,
ERR036228,Non-Mix,Non-mix,Non-Mix,medium,0.14,333,0.138095238,4.3.4.2.1,,,,,1,,,,
ERR036229,Non-Mix,Non-mix,Mix,medium,0.15,333,0.129650663,4.4.1.1,4.4.1.2,,,,0.47,0.53,,,
ERR036230,Non-Mix,Non-mix,Non-Mix,medium,0.12,337,0.119216922,1.1.3.2,,,,,1,,,,
ERR036231,Non-Mix,Non-mix,Non-Mix,medium,0.17,332,0.131078905,4.3.4.2,,,,,0.99,,,,
ERR036232,Non-Mix,Non-mix,Non-Mix,medium,0.15,318,0.118680057,4.3.4.2,,,,,1,,,,
ERR036233,Mix,Mix,Mix,high,0.29,509,0.223529412,1.1.2,4.3.4.1,,,,0.77,0.23,,,
ERR036234,Non-Mix,Non-mix,Non-Mix,medium,0.14,347,0.124782609,4.3.3,,,,,1,,,,
ERR036235,Non-Mix,Non-mix,Mix,high,0.16,379,0.120918274,2.2.1,4,,,,0.97,0.03,,,
ERR036236,Non-Mix,Non-mix,Non-Mix,medium,0.17,358,0.115958657,1.1.3.2,,,,,1,,,,
ERR036238,Non-Mix,Non-mix,Non-Mix,medium,0.15,345,0.133566434,4.3.4.2.1,,,,,1,,,,
ERR036239,Non-Mix,Non-mix,Non-Mix,medium,0.14,322,0.141025641,4.3.4.2,,,,,0.99,,,,
ERR036240,Non-Mix,Non-mix,Non-Mix,medium,0.14,300,0.138095238,4.3.4.2.1,,,,,1,,,,
